category,page_number,from_station,to_station,coach,berth_no,berth_type,cabin,cabin_no
SECOND AC (2A),3,ANAND VIHAR TRM (ANVT),MORADABAD (MB),A2,12,Side Upper Berth,,2
SECOND AC (2A),3,ANAND VIHAR TRM (ANVT),HAPUR (HPU),A2,39,Lower Berth,,7
SECOND AC (2A),3,MA BELHADEVI DP (MBDP),VARANASI JN (BSB),A2,38,Upper Berth,,7
SECOND AC (2A),3,BHAGALPUR (BGP),MALDA TOWN (MLDT),A2,47,Side Lower Berth,,8
SECOND AC (2A),3,BHAGALPUR (BGP),MALDA TOWN (MLDT),A2,10,Upper Berth,,2
SECOND AC (2A),4,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),4,BHAGALPUR (BGP),MALDA TOWN (MLDT),A2,52,Side Upper Berth,,9
SECOND AC (2A),4,SAHIBGANJ JN (SBG),MALDA TOWN (MLDT),A2,13,Lower Berth,,3
SECOND AC (2A),4,MA BELHADEVI DP (MBDP),VARANASI JN (BSB),A2,40,Upper Berth,,7
SECOND AC (2A),4,BHAGALPUR (BGP),MALDA TOWN (MLDT),A2,1,Lower Berth,,1
SECOND AC (2A),4,PATNA JN (PNBE),MALDA TOWN (MLDT),A2,23,Side Lower Berth,,4
SECOND AC (2A),4,BHAGALPUR (BGP),MALDA TOWN (MLDT),A2,4,Upper Berth,,1
SECOND AC (2A),4,PIRPAINTI (PPT),MALDA TOWN (MLDT),A2,25,Lower Berth,,5
SECOND AC (2A),4,HATHIDAH JN (HTZ),MALDA TOWN (MLDT),A2,46,Upper Berth,,8
SECOND AC (2A),4,JAMALPUR JN (JMP),MALDA TOWN (MLDT),A2,8,Upper Berth,,2
SECOND AC (2A),4,BHAGALPUR (BGP),MALDA TOWN (MLDT),A2,9,Lower Berth,,2
SECOND AC (2A),5,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),5,BHAGALPUR (BGP),MALDA TOWN (MLDT),A2,12,Side Upper Berth,,2
SECOND AC (2A),5,SAHIBGANJ JN (SBG),MALDA TOWN (MLDT),A2,14,Upper Berth,,3
SECOND AC (2A),5,BHAGALPUR (BGP),MALDA TOWN (MLDT),A2,15,Lower Berth,,3
SECOND AC (2A),5,RAE BARELI JN (RBL),DD UPADHYAYA JN (DDU),A1,49,Lower Berth,,9
SECOND AC (2A),5,BHAGALPUR (BGP),MALDA TOWN (MLDT),A1,7,Lower Berth,,2
SECOND AC (2A),5,BHAGALPUR (BGP),MALDA TOWN (MLDT),A2,2,Upper Berth,,1
SECOND AC (2A),5,BHAGALPUR (BGP),MALDA TOWN (MLDT),A2,3,Lower Berth,,1
SECOND AC (2A),5,SAHIBGANJ JN (SBG),MALDA TOWN (MLDT),A2,24,Side Upper Berth,,4
SECOND AC (2A),5,VARANASI JN (BSB),PATNA JN (PNBE),A2,7,Lower Berth,,2
SECOND AC (2A),5,BARHARWA JN (BHW),MALDA TOWN (MLDT),A1,16,Upper Berth,,3
SECOND AC (2A),6,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),6,SAHIBGANJ JN (SBG),MALDA TOWN (MLDT),A2,7,Lower Berth,,2
SECOND AC (2A),6,BHAGALPUR (BGP),MALDA TOWN (MLDT),A1,52,Side Upper Berth,,9
SECOND AC (2A),6,VARANASI JN (BSB),DANAPUR (DNR),A2,13,Lower Berth,,3
SECOND AC (2A),6,BHAGALPUR (BGP),MALDA TOWN (MLDT),A1,50,Upper Berth,,9
SECOND AC (2A),6,BHAGALPUR (BGP),MALDA TOWN (MLDT),A1,9,Lower Berth,,2
SECOND AC (2A),6,BARHARWA JN (BHW),MALDA TOWN (MLDT),A1,6,Side Upper Berth,,1
SECOND AC (2A),6,SAHIBGANJ JN (SBG),MALDA TOWN (MLDT),A1,4,Upper Berth,,1
SECOND AC (2A),6,BHAGALPUR (BGP),MALDA TOWN (MLDT),A1,24,Side Upper Berth,,4
SECOND AC (2A),6,BARHARWA JN (BHW),MALDA TOWN (MLDT),A1,18,Side Upper Berth,,3
SECOND AC (2A),6,BHAGALPUR (BGP),MALDA TOWN (MLDT),A1,15,Lower Berth,,3
SECOND AC (2A),7,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),7,JAMALPUR JN (JMP),MALDA TOWN (MLDT),A1,14,Upper Berth,,3
SECOND AC (2A),7,HARDOI (HRI),LUCKNOW NR (LKO),A1,14,Upper Berth,,3
SECOND AC (2A),7,BHAGALPUR (BGP),MALDA TOWN (MLDT),A1,13,Lower Berth,,3
SECOND AC (2A),7,BHAGALPUR (BGP),MALDA TOWN (MLDT),A1,51,Side Lower Berth,,9
THIRD AC (3A),1,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),1,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,36,Lower Berth,,5
THIRD AC (3A),1,ANAND VIHAR TRM (ANVT),GHAZIABAD (GZB),B1,1,Lower Berth,,1
THIRD AC (3A),1,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B1,2,Middle Berth,,1
THIRD AC (3A),1,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B1,5,Middle Berth,,1
THIRD AC (3A),1,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B1,11,Upper Berth,,2
THIRD AC (3A),1,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B1,14,Upper Berth,,2
THIRD AC (3A),1,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B1,16,Side Upper Berth,,2
THIRD AC (3A),1,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,60,Lower Berth,,8
THIRD AC (3A),1,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,62,Upper Berth,,8
THIRD AC (3A),1,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,63,Side Lower Berth,,8
THIRD AC (3A),2,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),2,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B1,4,Lower Berth,,1
THIRD AC (3A),2,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,65,Lower Berth,,9
THIRD AC (3A),2,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,68,Lower Berth,,9
THIRD AC (3A),2,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,69,Middle Berth,,9
THIRD AC (3A),2,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,72,Side Upper Berth,,9
THIRD AC (3A),2,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B1,13,Middle Berth,,2
THIRD AC (3A),2,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,1,Lower Berth,,1
THIRD AC (3A),2,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,38,Upper Berth,,5
THIRD AC (3A),2,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,35,Upper Berth,,5
THIRD AC (3A),2,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,61,Middle Berth,,8
THIRD AC (3A),3,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),3,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,13,Middle Berth,,2
THIRD AC (3A),3,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,32,Side Upper Berth,,4
THIRD AC (3A),3,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,64,Side Upper Berth,,8
THIRD AC (3A),3,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,10,Middle Berth,,2
THIRD AC (3A),3,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,66,Middle Berth,,9
THIRD AC (3A),3,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,47,Side Lower Berth,,6
THIRD AC (3A),3,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,7,Side Lower Berth,,1
THIRD AC (3A),3,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,6,Upper Berth,,1
THIRD AC (3A),3,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,50,Middle Berth,,7
THIRD AC (3A),3,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,71,Side Lower Berth,,9
THIRD AC (3A),4,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),4,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,3,Upper Berth,,1
THIRD AC (3A),4,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,53,Middle Berth,,7
THIRD AC (3A),4,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B2,40,Side Upper Berth,,5
THIRD AC (3A),4,ANAND VIHAR TRM (ANVT),GHAZIABAD (GZB),B2,59,Upper Berth,,8
THIRD AC (3A),4,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,38,Upper Berth,,5
THIRD AC (3A),4,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,34,Middle Berth,,5
THIRD AC (3A),4,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,33,Lower Berth,,5
THIRD AC (3A),4,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,11,Upper Berth,,2
THIRD AC (3A),4,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,30,Upper Berth,,4
THIRD AC (3A),4,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B2,9,Lower Berth,,2
THIRD AC (3A),5,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),5,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,67,Upper Berth,,9
THIRD AC (3A),5,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,27,Upper Berth,,4
THIRD AC (3A),5,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,26,Middle Berth,,4
THIRD AC (3A),5,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,70,Upper Berth,,9
THIRD AC (3A),5,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,4,Lower Berth,,1
THIRD AC (3A),5,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,2,Middle Berth,,1
THIRD AC (3A),5,ANAND VIHAR TRM (ANVT),GHAZIABAD (GZB),B2,41,Lower Berth,,6
THIRD AC (3A),5,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B1,58,Middle Berth,,8
THIRD AC (3A),5,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,29,Middle Berth,,4
THIRD AC (3A),5,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,8,Side Upper Berth,,1
THIRD AC (3A),6,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),6,ANAND VIHAR TRM (ANVT),GHAZIABAD (GZB),B2,47,Side Lower Berth,,6
THIRD AC (3A),6,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B2,46,Upper Berth,,6
THIRD AC (3A),6,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,5,Middle Berth,,1
THIRD AC (3A),6,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,24,Side Upper Berth,,3
THIRD AC (3A),6,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B2,43,Upper Berth,,6
THIRD AC (3A),6,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,37,Middle Berth,,5
THIRD AC (3A),6,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B5,69,Middle Berth,,9
THIRD AC (3A),6,ANAND VIHAR TRM (ANVT),GHAZIABAD (GZB),B2,49,Lower Berth,,7
THIRD AC (3A),6,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,28,Lower Berth,,4
THIRD AC (3A),6,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B2,25,Lower Berth,,4
THIRD AC (3A),7,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),7,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B2,42,Middle Berth,,6
THIRD AC (3A),7,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B3,72,Side Upper Berth,,9
THIRD AC (3A),7,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B3,33,Lower Berth,,5
THIRD AC (3A),7,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B2,48,Side Upper Berth,,6
THIRD AC (3A),7,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B2,67,Upper Berth,,9
THIRD AC (3A),7,ANAND VIHAR TRM (ANVT),GHAZIABAD (GZB),B2,64,Side Upper Berth,,8
THIRD AC (3A),7,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B3,42,Middle Berth,,6
THIRD AC (3A),7,ANAND VIHAR TRM (ANVT),GHAZIABAD (GZB),B2,62,Upper Berth,,8
THIRD AC (3A),7,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B3,4,Lower Berth,,1
THIRD AC (3A),7,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B3,71,Side Lower Berth,,9
THIRD AC (3A),8,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),8,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B3,35,Upper Berth,,5
THIRD AC (3A),8,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B2,68,Lower Berth,,9
THIRD AC (3A),8,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B2,45,Middle Berth,,6
THIRD AC (3A),8,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B3,62,Upper Berth,,8
THIRD AC (3A),8,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B3,17,Lower Berth,,3
THIRD AC (3A),8,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B2,65,Lower Berth,,9
THIRD AC (3A),8,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B3,41,Lower Berth,,6
THIRD AC (3A),8,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B6,20,Lower Berth,,3
THIRD AC (3A),8,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B5,24,Side Upper Berth,,3
THIRD AC (3A),8,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B3,36,Lower Berth,,5
THIRD AC (3A),9,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),9,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B3,20,Lower Berth,,3
THIRD AC (3A),9,ANAND VIHAR TRM (ANVT),HAPUR (HPU),B3,44,Lower Berth,,6
THIRD AC (3A),9,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B5,70,Upper Berth,,9
THIRD AC (3A),9,ANAND VIHAR TRM (ANVT),GHAZIABAD (GZB),B5,19,Upper Berth,,3
THIRD AC (3A),9,ANAND VIHAR TRM (ANVT),GHAZIABAD (GZB),B5,15,Side Lower Berth,,2
THIRD AC (3A),9,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B5,22,Upper Berth,,3
THIRD AC (3A),9,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B6,32,Side Upper Berth,,4
THIRD AC (3A),9,ANAND VIHAR TRM (ANVT),GHAZIABAD (GZB),B5,18,Middle Berth,,3
THIRD AC (3A),9,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B5,67,Upper Berth,,9
THIRD AC (3A),9,ANAND VIHAR TRM (ANVT),MORADABAD (MB),B5,21,Middle Berth,,3
THIRD AC (3A),10,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),10,ANAND VIHAR TRM (ANVT),GHAZIABAD (GZB),B5,38,Upper Berth,,5
THIRD AC (3A),10,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B6,24,Side Upper Berth,,3
THIRD AC (3A),10,ANAND VIHAR TRM (ANVT),BAREILLY (BE),B6,17,Lower Berth,,3
THIRD AC (3A),10,ANAND VIHAR TRM (ANVT),GHAZIABAD (GZB),B6,44,Lower Berth,,6
THIRD AC (3A),10,SAHIBGANJ JN (SBG),MALDA TOWN (MLDT),B6,63,Side Lower Berth,,8
THIRD AC (3A),10,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,40,Side Upper Berth,,5
THIRD AC (3A),10,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B6,72,Side Upper Berth,,9
THIRD AC (3A),10,SAHIBGANJ JN (SBG),MALDA TOWN (MLDT),B6,9,Lower Berth,,2
THIRD AC (3A),10,SAHIBGANJ JN (SBG),MALDA TOWN (MLDT),B5,39,Side Lower Berth,,5
THIRD AC (3A),10,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B6,16,Side Upper Berth,,2
THIRD AC (3A),11,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),11,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B6,71,Side Lower Berth,,9
THIRD AC (3A),11,MA BELHADEVI DP (MBDP),DANAPUR (DNR),B5,38,Upper Berth,,5
THIRD AC (3A),11,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,41,Lower Berth,,6
THIRD AC (3A),11,BHAGALPUR (BGP),MALDA TOWN (MLDT),B6,44,Lower Berth,,6
THIRD AC (3A),11,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B6,26,Middle Berth,,4
THIRD AC (3A),11,BHAGALPUR (BGP),MALDA TOWN (MLDT),B6,65,Lower Berth,,9
THIRD AC (3A),11,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,33,Lower Berth,,5
THIRD AC (3A),11,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,34,Middle Berth,,5
THIRD AC (3A),11,BHAGALPUR (BGP),MALDA TOWN (MLDT),B6,33,Lower Berth,,5
THIRD AC (3A),11,HATHIDAH JN (HTZ),KIUL JN (KIUL),B5,18,Middle Berth,,3
THIRD AC (3A),12,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),12,HATHIDAH JN (HTZ),MALDA TOWN (MLDT),B5,19,Upper Berth,,3
THIRD AC (3A),12,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,62,Upper Berth,,8
THIRD AC (3A),12,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,63,Side Lower Berth,,8
THIRD AC (3A),12,AMETHI (AME),VARANASI JN (BSB),B6,44,Lower Berth,,6
THIRD AC (3A),12,PIRPAINTI (PPT),MALDA TOWN (MLDT),B6,4,Lower Berth,,1
THIRD AC (3A),12,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,66,Middle Berth,,9
THIRD AC (3A),12,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B6,60,Lower Berth,,8
THIRD AC (3A),12,BHAGALPUR (BGP),MALDA TOWN (MLDT),B4,10,Middle Berth,,2
THIRD AC (3A),12,SAHIBGANJ JN (SBG),MALDA TOWN (MLDT),B6,12,Lower Berth,,2
THIRD AC (3A),12,ARA JN (ARA),PATNA JN (PNBE),B3,59,Upper Berth,,8
THIRD AC (3A),13,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),13,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B4,16,Side Upper Berth,,2
THIRD AC (3A),13,MA BELHADEVI DP (MBDP),VARANASI JN (BSB),B4,17,Lower Berth,,3
THIRD AC (3A),13,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,20,Lower Berth,,3
THIRD AC (3A),13,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,42,Middle Berth,,6
THIRD AC (3A),13,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,43,Upper Berth,,6
THIRD AC (3A),13,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B6,25,Lower Berth,,4
THIRD AC (3A),13,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,65,Lower Berth,,9
THIRD AC (3A),13,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,26,Middle Berth,,4
THIRD AC (3A),13,BHAGALPUR (BGP),MALDA TOWN (MLDT),B6,17,Lower Berth,,3
THIRD AC (3A),13,BARHARWA JN (BHW),MALDA TOWN (MLDT),B4,31,Side Lower Berth,,4
THIRD AC (3A),14,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),14,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B6,14,Upper Berth,,2
THIRD AC (3A),14,BHAGALPUR (BGP),MALDA TOWN (MLDT),B4,13,Middle Berth,,2
THIRD AC (3A),14,BARHARWA JN (BHW),MALDA TOWN (MLDT),B4,15,Side Lower Berth,,2
THIRD AC (3A),14,ARA JN (ARA),PATNA JN (PNBE),B3,57,Lower Berth,,8
THIRD AC (3A),14,ARA JN (ARA),PATNA JN (PNBE),B3,56,Side Upper Berth,,7
THIRD AC (3A),14,BHAGALPUR (BGP),MALDA TOWN (MLDT),B4,39,Side Lower Berth,,5
THIRD AC (3A),14,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,64,Side Upper Berth,,8
THIRD AC (3A),14,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,25,Lower Berth,,4
THIRD AC (3A),14,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B5,6,Upper Berth,,1
THIRD AC (3A),14,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,49,Lower Berth,,7
THIRD AC (3A),15,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),15,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B5,71,Side Lower Berth,,9
THIRD AC (3A),15,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B6,57,Lower Berth,,8
THIRD AC (3A),15,AMETHI (AME),VARANASI JN (BSB),B3,43,Upper Berth,,6
THIRD AC (3A),15,BHAGALPUR (BGP),MALDA TOWN (MLDT),B4,11,Upper Berth,,2
THIRD AC (3A),15,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,35,Upper Berth,,5
THIRD AC (3A),15,ARA JN (ARA),PATNA JN (PNBE),B3,58,Middle Berth,,8
THIRD AC (3A),15,RAE BARELI JN (RBL),VARANASI JN (BSB),B3,37,Middle Berth,,5
THIRD AC (3A),15,BARHARWA JN (BHW),MALDA TOWN (MLDT),B3,15,Side Lower Berth,,2
THIRD AC (3A),15,RAE BARELI JN (RBL),VARANASI JN (BSB),B3,54,Upper Berth,,7
THIRD AC (3A),15,MA BELHADEVI DP (MBDP),VARANASI JN (BSB),B4,20,Lower Berth,,3
THIRD AC (3A),16,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),16,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,44,Lower Berth,,6
THIRD AC (3A),16,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B5,5,Middle Berth,,1
THIRD AC (3A),16,BARHARWA JN (BHW),MALDA TOWN (MLDT),B4,23,Side Lower Berth,,3
THIRD AC (3A),16,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B5,9,Lower Berth,,2
THIRD AC (3A),16,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,50,Middle Berth,,7
THIRD AC (3A),16,BHAGALPUR (BGP),MALDA TOWN (MLDT),B5,51,Upper Berth,,7
THIRD AC (3A),16,JAMALPUR JN (JMP),MALDA TOWN (MLDT),B5,72,Side Upper Berth,,9
THIRD AC (3A),16,BARHARWA JN (BHW),MALDA TOWN (MLDT),B3,23,Side Lower Berth,,3
THIRD AC (3A),16,PIRPAINTI (PPT),MALDA TOWN (MLDT),B4,9,Lower Berth,,2
THIRD AC (3A),16,RAE BARELI JN (RBL),VARANASI JN (BSB),B3,40,Side Upper Berth,,5
THIRD AC (3A),17,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),17,MA BELHADEVI DP (MBDP),VARANASI JN (BSB),B3,38,Upper Berth,,5
THIRD AC (3A),17,MA BELHADEVI DP (MBDP),VARANASI JN (BSB),B3,36,Lower Berth,,5
THIRD AC (3A),17,PIRPAINTI (PPT),MALDA TOWN (MLDT),B3,12,Lower Berth,,2
THIRD AC (3A),17,ARA JN (ARA),PATNA JN (PNBE),B3,72,Side Upper Berth,,9
THIRD AC (3A),17,MA BELHADEVI DP (MBDP),VARANASI JN (BSB),B3,52,Lower Berth,,7
THIRD AC (3A),17,BHAGALPUR (BGP),MALDA TOWN (MLDT),B4,20,Lower Berth,,3
THIRD AC (3A),17,RAE BARELI JN (RBL),VARANASI JN (BSB),B3,47,Side Lower Berth,,6
