category,page_number,from_station,to_station,coach,berth_no,berth_type,cabin,cabin_no
SECOND AC (2A),14,JAMALPUR JN (JMP),BALURGHAT (BLGT),A2,9,Lower Berth,,2
SECOND AC (2A),14,GANGARAMPUR (GRMP),BALURGHAT (BLGT),A2,8,Upper Berth,,2
SECOND AC (2A),14,M AHORWA B DHAM (MABM),VARANASI JN (BSB),A1,47,Side Lower Berth,,8
SECOND AC (2A),14,KANPUR CENTRAL (CNB),VARANASI JN (BSB),A1,50,Upper Berth,,9
SECOND AC (2A),15,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),15,GANGARAMPUR (GRMP),BALURGHAT (BLGT),A2,1,Lower Berth,,1
SECOND AC (2A),15,BUNIADPUR (BNDP),BALURGHAT (BLGT),A2,37,Lower Berth,,7
SECOND AC (2A),15,KAHALGAON (CLG),BALURGHAT (BLGT),A2,13,Lower Berth,,3
SECOND AC (2A),15,MALDA TOWN (MLDT),BALURGHAT (BLGT),A1,26,Upper Berth,,5
SECOND AC (2A),15,NEW FARAKKA JN (NFK),BALURGHAT (BLGT),A1,52,Side Upper Berth,,9
SECOND AC (2A),15,KAHALGAON (CLG),BALURGHAT (BLGT),A1,16,Upper Berth,,3
SECOND AC (2A),15,KAHALGAON (CLG),BALURGHAT (BLGT),A1,18,Side Upper Berth,,3
SECOND AC (2A),15,BUNIADPUR (BNDP),BALURGHAT (BLGT),A1,20,Upper Berth,,4
SECOND AC (2A),15,GANGARAMPUR (GRMP),BALURGHAT (BLGT),A1,23,Side Lower Berth,,4
SECOND AC (2A),15,EKLAKHI (EKI),BALURGHAT (BLGT),A1,24,Side Upper Berth,,4
SECOND AC (2A),16,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),16,MALDA TOWN (MLDT),BALURGHAT (BLGT),A1,25,Lower Berth,,5
SECOND AC (2A),16,KANPUR CENTRAL (CNB),VARANASI JN (BSB),A1,9,Lower Berth,,2
SECOND AC (2A),16,GANGARAMPUR (GRMP),BALURGHAT (BLGT),A1,10,Upper Berth,,2
SECOND AC (2A),16,GANGARAMPUR (GRMP),BALURGHAT (BLGT),A1,11,Side Lower Berth,,2
SECOND AC (2A),16,KAHALGAON (CLG),BALURGHAT (BLGT),A1,14,Upper Berth,,3
SECOND AC (2A),16,MALDA TOWN (MLDT),BALURGHAT (BLGT),A1,15,Lower Berth,,3
SECOND AC (2A),16,GANGARAMPUR (GRMP),BALURGHAT (BLGT),A1,17,Side Lower Berth,,3
SECOND AC (2A),16,BUNIADPUR (BNDP),BALURGHAT (BLGT),A1,19,Lower Berth,,4
SECOND AC (2A),16,BUNIADPUR (BNDP),BALURGHAT (BLGT),A1,21,Lower Berth,,4
SECOND AC (2A),16,BUNIADPUR (BNDP),BALURGHAT (BLGT),A1,22,Upper Berth,,4
SECOND AC (2A),17,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),17,ARA JN (ARA),PATNA JN (PNBE),A1,4,Upper Berth,,1
SECOND AC (2A),17,EKLAKHI (EKI),BALURGHAT (BLGT),A1,6,Side Upper Berth,,1
SECOND AC (2A),17,SRIKRISHN NAGAR (SKN),VARANASI JN (BSB),A1,7,Lower Berth,,2
SECOND AC (2A),17,GANGARAMPUR (GRMP),BALURGHAT (BLGT),A1,8,Upper Berth,,2
SECOND AC (2A),17,MALDA TOWN (MLDT),BALURGHAT (BLGT),A1,7,Lower Berth,,2
SECOND AC (2A),17,MALDA TOWN (MLDT),BALURGHAT (BLGT),A1,9,Lower Berth,,2
SECOND AC (2A),17,EKLAKHI (EKI),BALURGHAT (BLGT),A1,12,Side Upper Berth,,2
SECOND AC (2A),17,MALDA TOWN (MLDT),BALURGHAT (BLGT),A1,13,Lower Berth,,3
THIRD AC (3A),1,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),1,BATHINDA JN (BTI),DELHI (DLI),B1,14,Upper Berth,,2
THIRD AC (3A),1,BATHINDA JN (BTI),DELHI (DLI),B1,11,Upper Berth,,2
THIRD AC (3A),1,BATHINDA JN (BTI),DELHI (DLI),B1,6,Upper Berth,,1
THIRD AC (3A),1,BATHINDA JN (BTI),DELHI (DLI),B1,3,Upper Berth,,1
THIRD AC (3A),1,BATHINDA JN (BTI),DELHI (DLI),B1,19,Upper Berth,,3
THIRD AC (3A),1,BATHINDA JN (BTI),DELHI (DLI),B1,18,Middle Berth,,3
THIRD AC (3A),1,BATHINDA JN (BTI),DELHI (DLI),B1,16,Side Upper Berth,,2
THIRD AC (3A),1,BATHINDA JN (BTI),SONIPAT (SNP),B1,8,Side Upper Berth,,1
THIRD AC (3A),1,BATHINDA JN (BTI),DELHI (DLI),B1,5,Middle Berth,,1
THIRD AC (3A),1,SONIPAT (SNP),DELHI (DLI),B1,41,Lower Berth,,6
THIRD AC (3A),2,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),2,BATHINDA JN (BTI),DELHI (DLI),B1,60,Lower Berth,,8
THIRD AC (3A),2,BATHINDA JN (BTI),DELHI (DLI),B1,39,Side Lower Berth,,5
THIRD AC (3A),2,BATHINDA JN (BTI),DELHI (DLI),B1,38,Upper Berth,,5
THIRD AC (3A),2,BATHINDA JN (BTI),DELHI (DLI),B1,17,Lower Berth,,3
THIRD AC (3A),2,BATHINDA JN (BTI),DELHI (DLI),B1,54,Upper Berth,,7
THIRD AC (3A),2,BATHINDA JN (BTI),DELHI (DLI),B1,13,Middle Berth,,2
THIRD AC (3A),2,BATHINDA JN (BTI),DELHI (DLI),B1,31,Side Lower Berth,,4
THIRD AC (3A),2,BATHINDA JN (BTI),DELHI (DLI),B1,10,Middle Berth,,2
THIRD AC (3A),2,BATHINDA JN (BTI),DELHI (DLI),B1,29,Middle Berth,,4
THIRD AC (3A),2,BATHINDA JN (BTI),DELHI (DLI),B1,26,Middle Berth,,4
THIRD AC (3A),3,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),3,BATHINDA JN (BTI),TOHANA (TUN),B1,4,Lower Berth,,1
THIRD AC (3A),3,BATHINDA JN (BTI),DELHI (DLI),B1,62,Upper Berth,,8
THIRD AC (3A),3,BATHINDA JN (BTI),DELHI (DLI),B1,21,Middle Berth,,3
THIRD AC (3A),3,BATHINDA JN (BTI),DELHI (DLI),B1,59,Upper Berth,,8
THIRD AC (3A),3,SONIPAT (SNP),DELHI (DLI),B1,57,Lower Berth,,8
THIRD AC (3A),3,BATHINDA JN (BTI),DELHI (DLI),B2,29,Middle Berth,,4
THIRD AC (3A),3,BATHINDA JN (BTI),DELHI (DLI),B1,15,Side Lower Berth,,2
THIRD AC (3A),3,BATHINDA JN (BTI),DELHI (DLI),B2,11,Upper Berth,,2
THIRD AC (3A),3,BATHINDA JN (BTI),DELHI (DLI),B1,32,Side Upper Berth,,4
THIRD AC (3A),3,BATHINDA JN (BTI),DELHI (DLI),B1,51,Upper Berth,,7
THIRD AC (3A),4,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),4,SONIPAT (SNP),DELHI (DLI),B1,48,Side Upper Berth,,6
THIRD AC (3A),4,BATHINDA JN (BTI),DELHI (DLI),B1,68,Lower Berth,,9
THIRD AC (3A),4,BATHINDA JN (BTI),GOHANA (GHNA),B1,27,Upper Berth,,4
THIRD AC (3A),4,BATHINDA JN (BTI),DELHI (DLI),B1,46,Upper Berth,,6
THIRD AC (3A),4,BATHINDA JN (BTI),SONIPAT (SNP),B1,24,Side Upper Berth,,3
THIRD AC (3A),4,BATHINDA JN (BTI),KHURJA JN (KRJ),B2,5,Middle Berth,,1
THIRD AC (3A),4,BATHINDA JN (BTI),DELHI (DLI),B1,58,Middle Berth,,8
THIRD AC (3A),4,BATHINDA JN (BTI),DELHI (DLI),B2,51,Upper Berth,,7
THIRD AC (3A),4,BATHINDA JN (BTI),DELHI (DLI),B1,53,Middle Berth,,7
THIRD AC (3A),4,BATHINDA JN (BTI),DELHI (DLI),B1,72,Side Upper Berth,,9
THIRD AC (3A),5,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),5,BATHINDA JN (BTI),DELHI (DLI),B1,69,Middle Berth,,9
THIRD AC (3A),5,BATHINDA JN (BTI),DELHI (DLI),B1,67,Upper Berth,,9
THIRD AC (3A),5,BATHINDA JN (BTI),DELHI (DLI),B1,66,Middle Berth,,9
THIRD AC (3A),5,BATHINDA JN (BTI),DELHI (DLI),B1,64,Side Upper Berth,,8
THIRD AC (3A),5,BATHINDA JN (BTI),DELHI (DLI),B2,3,Upper Berth,,1
THIRD AC (3A),5,BATHINDA JN (BTI),DELHI (DLI),B1,61,Middle Berth,,8
THIRD AC (3A),5,BATHINDA JN (BTI),KHURJA JN (KRJ),B2,6,Upper Berth,,1
THIRD AC (3A),5,BATHINDA JN (BTI),DELHI (DLI),B1,37,Middle Berth,,5
THIRD AC (3A),5,BATHINDA JN (BTI),DELHI (DLI),B2,69,Middle Berth,,9
THIRD AC (3A),5,BATHINDA JN (BTI),DELHI (DLI),B2,14,Upper Berth,,2
THIRD AC (3A),6,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),6,BATHINDA JN (BTI),DELHI (DLI),B1,30,Upper Berth,,4
THIRD AC (3A),6,SONIPAT (SNP),DELHI (DLI),B1,44,Lower Berth,,6
THIRD AC (3A),6,BATHINDA JN (BTI),DELHI (DLI),B2,1,Lower Berth,,1
THIRD AC (3A),6,BATHINDA JN (BTI),DELHI (DLI),B1,23,Side Lower Berth,,3
THIRD AC (3A),6,SONIPAT (SNP),DELHI (DLI),B2,44,Lower Berth,,6
THIRD AC (3A),6,BATHINDA JN (BTI),DELHI (DLI),B2,7,Side Lower Berth,,1
THIRD AC (3A),6,BATHINDA JN (BTI),DELHI (DLI),B1,35,Upper Berth,,5
THIRD AC (3A),6,BATHINDA JN (BTI),SONIPAT (SNP),B2,71,Side Lower Berth,,9
THIRD AC (3A),6,BATHINDA JN (BTI),DELHI (DLI),B1,70,Upper Berth,,9
THIRD AC (3A),6,BATHINDA JN (BTI),JAKHAL JN (JHL),B2,36,Lower Berth,,5
THIRD AC (3A),7,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),7,BATHINDA JN (BTI),DELHI (DLI),B2,17,Lower Berth,,3
THIRD AC (3A),7,BATHINDA JN (BTI),KHURJA JN (KRJ),B2,18,Middle Berth,,3
THIRD AC (3A),7,BATHINDA JN (BTI),KHURJA JN (KRJ),B2,19,Upper Berth,,3
THIRD AC (3A),7,BATHINDA JN (BTI),DELHI (DLI),B1,45,Middle Berth,,6
THIRD AC (3A),7,BATHINDA JN (BTI),KHURJA JN (KRJ),B2,21,Middle Berth,,3
THIRD AC (3A),7,SONIPAT (SNP),DELHI (DLI),B1,42,Middle Berth,,6
THIRD AC (3A),7,BATHINDA JN (BTI),DELHI (DLI),B2,23,Side Lower Berth,,3
THIRD AC (3A),7,BATHINDA JN (BTI),DELHI (DLI),B2,4,Lower Berth,,1
THIRD AC (3A),7,BATHINDA JN (BTI),DELHI (DLI),B2,26,Middle Berth,,4
THIRD AC (3A),7,BATHINDA JN (BTI),DELHI (DLI),B2,27,Upper Berth,,4
THIRD AC (3A),8,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),8,BATHINDA JN (BTI),DELHI (DLI),B2,8,Side Upper Berth,,1
THIRD AC (3A),8,BATHINDA JN (BTI),DELHI (DLI),B3,6,Upper Berth,,1
THIRD AC (3A),8,BATHINDA JN (BTI),DELHI (DLI),B2,13,Middle Berth,,2
THIRD AC (3A),8,BATHINDA JN (BTI),DELHI (DLI),B2,34,Middle Berth,,5
THIRD AC (3A),8,SONIPAT (SNP),DELHI (DLI),B2,56,Side Upper Berth,,7
THIRD AC (3A),8,BATHINDA JN (BTI),DELHI (DLI),B2,58,Middle Berth,,8
THIRD AC (3A),8,BATHINDA JN (BTI),DELHI (DLI),B2,39,Side Lower Berth,,5
THIRD AC (3A),8,BATHINDA JN (BTI),DELHI (DLI),B1,65,Lower Berth,,9
