category,page_number,from_station,to_station,coach,berth_no,berth_type,cabin,cabin_no
FIRST AC (1A),3,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
FIRST AC (1A),3,MARIANI JN (MXN),DBRT,H1,8,Upper Berth,CABIN,C
FIRST AC (1A),3,NEW TINSUKIA JN (NTSK),DBRT,H1,5,Lower Berth,COUPE,B
SECOND AC (2A),1,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),1,NEW DELHI (NDLS),KANPUR CENTRAL (CNB),A2,1,Lower Berth,,1
SECOND AC (2A),1,NEW DELHI (NDLS),PRAYAGRAJ JN. (PRYJ),A3,16,Upper Berth,,3
SECOND AC (2A),1,NEW DELHI (NDLS),PRAYAGRAJ JN. (PRYJ),A3,14,Upper Berth,,3
SECOND AC (2A),1,NEW DELHI (NDLS),PRAYAGRAJ JN. (PRYJ),A3,15,Lower Berth,,3
SECOND AC (2A),1,NEW DELHI (NDLS),PRAYAGRAJ JN. (PRYJ),A3,31,Lower Berth,,6
SECOND AC (2A),1,MARIANI JN (MXN),DBRT,A5,51,Side Lower Berth,,9
SECOND AC (2A),1,GUWAHATI (GHY),DBRT,A5,44,Upper Berth,,8
SECOND AC (2A),1,GUWAHATI (GHY),DBRT,A5,49,Lower Berth,,9
SECOND AC (2A),1,GUWAHATI (GHY),DBRT,A5,33,Lower Berth,,6
SECOND AC (2A),1,KISHANGANJ (KNE),DBRT,A5,40,Upper Berth,,7
SECOND AC (2A),2,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),2,DIBRUGARH (DBRG),DBRT,A5,23,Side Lower Berth,,4
SECOND AC (2A),2,NEW TINSUKIA JN (NTSK),DBRT,A5,29,Side Lower Berth,,5
SECOND AC (2A),2,GUWAHATI (GHY),DBRT,A5,31,Lower Berth,,6
SECOND AC (2A),2,DIMAPUR (DMV),DBRT,A5,39,Lower Berth,,7
SECOND AC (2A),2,MARIANI JN (MXN),DBRT,A5,4,Upper Berth,,1
SECOND AC (2A),2,KOKRAJHAR (KOJ),DBRT,A5,28,Upper Berth,,5
SECOND AC (2A),2,NEW COOCH BEHAR (NCB),GUWAHATI (GHY),A4,18,Side Upper Berth,,3
SECOND AC (2A),2,DIBRUGARH (DBRG),DBRT,A4,50,Upper Berth,,9
SECOND AC (2A),2,GUWAHATI (GHY),DBRT,A5,3,Lower Berth,,1
SECOND AC (2A),2,NEW JALPAIGURI (NJP),DBRT,A5,9,Lower Berth,,2
SECOND AC (2A),3,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),3,KATIHAR JN (KIR),NEW JALPAIGURI (NJP),A3,43,Lower Berth,,8
SECOND AC (2A),3,DIBRUGARH (DBRG),DBRT,A5,35,Side Lower Berth,,6
SECOND AC (2A),3,GUWAHATI (GHY),DBRT,A5,36,Side Upper Berth,,6
SECOND AC (2A),3,GUWAHATI (GHY),DBRT,A4,31,Lower Berth,,6
SECOND AC (2A),3,GUWAHATI (GHY),DBRT,A5,1,Lower Berth,,1
SECOND AC (2A),3,KISHANGANJ (KNE),NEW JALPAIGURI (NJP),A5,43,Lower Berth,,8
SECOND AC (2A),3,KATIHAR JN (KIR),DBRT,A4,47,Side Lower Berth,,8
SECOND AC (2A),3,NEW JALPAIGURI (NJP),GUWAHATI (GHY),A4,22,Upper Berth,,4
SECOND AC (2A),3,NEW JALPAIGURI (NJP),DBRT,A3,42,Side Upper Berth,,7
SECOND AC (2A),3,NEW COOCH BEHAR (NCB),GUWAHATI (GHY),A4,16,Upper Berth,,3
SECOND AC (2A),4,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),4,DIBRUGARH (DBRG),DBRT,A4,35,Side Lower Berth,,6
SECOND AC (2A),4,KISHANGANJ (KNE),DBRT,A5,38,Upper Berth,,7
SECOND AC (2A),4,GUWAHATI (GHY),DBRT,A4,10,Upper Berth,,2
SECOND AC (2A),4,KISHANGANJ (KNE),NEW JALPAIGURI (NJP),A5,41,Side Lower Berth,,7
SECOND AC (2A),4,DIBRUGARH (DBRG),DBRT,A4,29,Side Lower Berth,,5
SECOND AC (2A),4,DIMAPUR (DMV),DBRT,A5,42,Side Upper Berth,,7
SECOND AC (2A),4,GUWAHATI (GHY),LUMDING JN (LMG),A4,27,Lower Berth,,5
SECOND AC (2A),4,KISHANGANJ (KNE),NEW JALPAIGURI (NJP),A5,45,Lower Berth,,8
SECOND AC (2A),4,GUWAHATI (GHY),DBRT,A5,47,Side Lower Berth,,8
SECOND AC (2A),4,GUWAHATI (GHY),DBRT,A4,1,Lower Berth,,1
SECOND AC (2A),5,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),5,MANSI JN (MNE),KISHANGANJ (KNE),A5,51,Side Lower Berth,,9
SECOND AC (2A),5,MARIANI JN (MXN),DBRT,A3,41,Side Lower Berth,,7
SECOND AC (2A),5,KATIHAR JN (KIR),NEW JALPAIGURI (NJP),A3,45,Lower Berth,,8
SECOND AC (2A),5,NEW COOCH BEHAR (NCB),GUWAHATI (GHY),A4,15,Lower Berth,,3
SECOND AC (2A),5,KOKRAJHAR (KOJ),DBRT,A4,34,Upper Berth,,6
SECOND AC (2A),5,GUWAHATI (GHY),DBRT,A5,37,Lower Berth,,7
SECOND AC (2A),5,DIBRUGARH (DBRG),DBRT,A4,51,Side Lower Berth,,9
SECOND AC (2A),5,KISHANGANJ (KNE),DBRT,A3,50,Upper Berth,,9
SECOND AC (2A),5,DIBRUGARH (DBRG),DBRT,A4,49,Lower Berth,,9
SECOND AC (2A),5,KATIHAR JN (KIR),DBRT,A4,9,Lower Berth,,2
SECOND AC (2A),6,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),6,NEW TINSUKIA JN (NTSK),DBRT,A5,41,Side Lower Berth,,7
SECOND AC (2A),6,GUWAHATI (GHY),DBRT,A4,6,Side Upper Berth,,1
SECOND AC (2A),6,GUWAHATI (GHY),DBRT,A5,43,Lower Berth,,8
SECOND AC (2A),6,GUWAHATI (GHY),DBRT,A5,45,Lower Berth,,8
SECOND AC (2A),6,GUWAHATI (GHY),DBRT,A5,48,Side Upper Berth,,8
SECOND AC (2A),6,GUWAHATI (GHY),DBRT,A3,39,Lower Berth,,7
SECOND AC (2A),6,NEW JALPAIGURI (NJP),KOKRAJHAR (KOJ),A5,31,Lower Berth,,6
SECOND AC (2A),6,DIBRUGARH (DBRG),DBRT,A3,23,Side Lower Berth,,4
SECOND AC (2A),6,NEW TINSUKIA JN (NTSK),DBRT,A3,43,Lower Berth,,8
SECOND AC (2A),6,NEW TINSUKIA JN (NTSK),DBRT,A3,44,Upper Berth,,8
SECOND AC (2A),7,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),7,NEW JALPAIGURI (NJP),GUWAHATI (GHY),A4,14,Upper Berth,,3
SECOND AC (2A),7,DIBRUGARH (DBRG),DBRT,A4,52,Side Upper Berth,,9
SECOND AC (2A),7,KISHANGANJ (KNE),DBRT,A4,32,Upper Berth,,6
SECOND AC (2A),7,DIBRUGARH (DBRG),DBRT,A3,48,Side Upper Berth,,8
SECOND AC (2A),7,NEW TINSUKIA JN (NTSK),DBRT,A4,30,Side Upper Berth,,5
SECOND AC (2A),7,GUWAHATI (GHY),DBRT,A4,8,Upper Berth,,2
SECOND AC (2A),7,DIBRUGARH (DBRG),DBRT,A5,2,Upper Berth,,1
SECOND AC (2A),7,GUWAHATI (GHY),DBRT,A3,34,Upper Berth,,6
SECOND AC (2A),7,DIMAPUR (DMV),DBRT,A5,25,Lower Berth,,5
SECOND AC (2A),7,GUWAHATI (GHY),DBRT,A5,46,Upper Berth,,8
SECOND AC (2A),8,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),8,NEW JALPAIGURI (NJP),DBRT,A5,7,Lower Berth,,2
SECOND AC (2A),8,RANGIYA JN (RNY),DBRT,A5,27,Lower Berth,,5
SECOND AC (2A),8,NAUGACHIA (NNA),DBRT,A3,19,Lower Berth,,4
SECOND AC (2A),8,GUWAHATI (GHY),DBRT,A5,50,Upper Berth,,9
SECOND AC (2A),8,GUWAHATI (GHY),DBRT,A5,30,Side Upper Berth,,5
SECOND AC (2A),8,DIBRUGARH (DBRG),DBRT,A3,3,Lower Berth,,1
SECOND AC (2A),8,MARIANI JN (MXN),DBRT,A5,52,Side Upper Berth,,9
SECOND AC (2A),8,KATIHAR JN (KIR),DBRT,A3,25,Lower Berth,,5
SECOND AC (2A),8,NEW TINSUKIA JN (NTSK),DBRT,A3,26,Upper Berth,,5
SECOND AC (2A),8,PATLIPUTRA (PPTA),MANSI JN (MNE),A3,47,Side Lower Berth,,8
SECOND AC (2A),9,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),9,NEW TINSUKIA JN (NTSK),DBRT,A4,33,Lower Berth,,6
SECOND AC (2A),9,GUWAHATI (GHY),DBRT,A4,11,Side Lower Berth,,2
SECOND AC (2A),9,KISHANGANJ (KNE),DBRT,A3,51,Side Lower Berth,,9
SECOND AC (2A),9,KISHANGANJ (KNE),DBRT,A3,52,Side Upper Berth,,9
SECOND AC (2A),9,KATIHAR JN (KIR),DBRT,A4,48,Side Upper Berth,,8
SECOND AC (2A),9,MARIANI JN (MXN),DBRT,A5,5,Side Lower Berth,,1
SECOND AC (2A),9,DIMAPUR (DMV),DBRT,A5,26,Upper Berth,,5
SECOND AC (2A),9,NEW JALPAIGURI (NJP),DBRT,A4,4,Upper Berth,,1
SECOND AC (2A),9,DIBRUGARH (DBRG),DBRT,A5,8,Upper Berth,,2
SECOND AC (2A),9,GUWAHATI (GHY),DBRT,A3,17,Side Lower Berth,,3
SECOND AC (2A),10,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),10,DIBRUGARH (DBRG),DBRT,A5,10,Upper Berth,,2
SECOND AC (2A),10,MANSI JN (MNE),DBRT,A3,21,Lower Berth,,4
SECOND AC (2A),10,BARAUNI JN (BJU),NAUGACHIA (NNA),A3,2,Upper Berth,,1
SECOND AC (2A),10,GUWAHATI (GHY),DBRT,A5,34,Upper Berth,,6
SECOND AC (2A),10,NEW JALPAIGURI (NJP),DBRT,A3,24,Side Upper Berth,,4
SECOND AC (2A),10,PATLIPUTRA (PPTA),BARAUNI JN (BJU),A3,6,Side Upper Berth,,1
SECOND AC (2A),10,DIMAPUR (DMV),DBRT,A3,46,Upper Berth,,8
SECOND AC (2A),10,GUWAHATI (GHY),DBRT,A4,12,Side Upper Berth,,2
SECOND AC (2A),10,KATIHAR JN (KIR),KISHANGANJ (KNE),A3,49,Lower Berth,,9
SECOND AC (2A),10,NEW JALPAIGURI (NJP),DBRT,A3,10,Upper Berth,,2
SECOND AC (2A),11,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),11,GUWAHATI (GHY),DBRT,A3,49,Lower Berth,,9
SECOND AC (2A),11,KATIHAR JN (KIR),DBRT,A3,32,Upper Berth,,6
SECOND AC (2A),11,NEW JALPAIGURI (NJP),LUMDING JN (LMG),A4,28,Upper Berth,,5
SECOND AC (2A),11,KATIHAR JN (KIR),DBRT,A3,13,Lower Berth,,3
SECOND AC (2A),11,RANGIYA JN (RNY),LUMDING JN (LMG),A4,26,Upper Berth,,5
SECOND AC (2A),11,DIBRUGARH (DBRG),DBRT,A5,6,Side Upper Berth,,1
SECOND AC (2A),11,GUWAHATI (GHY),DBRT,A4,3,Lower Berth,,1
SECOND AC (2A),11,DIMAPUR (DMV),DBRT,A4,23,Side Lower Berth,,4
SECOND AC (2A),11,GUWAHATI (GHY),DBRT,A2,50,Upper Berth,,9
SECOND AC (2A),11,GUWAHATI (GHY),DBRT,A3,40,Upper Berth,,7
SECOND AC (2A),12,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),12,DIBRUGARH (DBRG),DBRT,A3,1,Lower Berth,,1
SECOND AC (2A),12,MANSI JN (MNE),KISHANGANJ (KNE),A5,52,Side Upper Berth,,9
SECOND AC (2A),12,GUWAHATI (GHY),DBRT,A2,48,Side Upper Berth,,8
SECOND AC (2A),12,DIMAPUR (DMV),DBRT,A4,36,Side Upper Berth,,6
SECOND AC (2A),12,PATLIPUTRA (PPTA),NAUGACHIA (NNA),A3,5,Side Lower Berth,,1
SECOND AC (2A),12,NEW TINSUKIA JN (NTSK),DBRT,A3,4,Upper Berth,,1
SECOND AC (2A),12,NEW TINSUKIA JN (NTSK),DBRT,A3,45,Lower Berth,,8
SECOND AC (2A),12,PATLIPUTRA (PPTA),MANSI JN (MNE),A3,48,Side Upper Berth,,8
SECOND AC (2A),12,DIBRUGARH (DBRG),DBRT,A3,47,Side Lower Berth,,8
SECOND AC (2A),12,CHAPARMUKH JN (CPK),DBRT,A3,9,Lower Berth,,2
SECOND AC (2A),13,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),13,GUWAHATI (GHY),DBRT,A3,30,Side Upper Berth,,5
SECOND AC (2A),13,NEW JALPAIGURI (NJP),DBRT,A3,31,Lower Berth,,6
SECOND AC (2A),13,GUWAHATI (GHY),DBRT,A4,7,Lower Berth,,2
SECOND AC (2A),13,NEW TINSUKIA JN (NTSK),DBRT,A2,37,Lower Berth,,7
SECOND AC (2A),13,GUWAHATI (GHY),DBRT,A4,5,Side Lower Berth,,1
SECOND AC (2A),13,GUWAHATI (GHY),LUMDING JN (LMG),A4,25,Lower Berth,,5
SECOND AC (2A),13,KATIHAR JN (KIR),DBRT,A3,37,Lower Berth,,7
SECOND AC (2A),13,GUWAHATI (GHY),DBRT,A4,2,Upper Berth,,1
SECOND AC (2A),13,RANGIYA JN (RNY),DBRT,A2,31,Lower Berth,,6
SECOND AC (2A),13,KATIHAR JN (KIR),DBRT,A3,20,Upper Berth,,4
SECOND AC (2A),14,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),14,NEW JALPAIGURI (NJP),DBRT,A2,30,Side Upper Berth,,5
SECOND AC (2A),14,GUWAHATI (GHY),DBRT,A5,32,Upper Berth,,6
SECOND AC (2A),14,DIMAPUR (DMV),DBRT,A2,47,Side Lower Berth,,8
SECOND AC (2A),14,NEW COOCH BEHAR (NCB),GUWAHATI (GHY),A4,17,Side Lower Berth,,3
SECOND AC (2A),14,NEW TINSUKIA JN (NTSK),DBRT,A3,2,Upper Berth,,1
SECOND AC (2A),14,BARAUNI JN (BJU),NAUGACHIA (NNA),A2,45,Lower Berth,,8
SECOND AC (2A),14,NEW JALPAIGURI (NJP),DBRT,A3,27,Lower Berth,,5
SECOND AC (2A),14,DIBRUGARH (DBRG),DBRT,A3,28,Upper Berth,,5
SECOND AC (2A),14,DIBRUGARH (DBRG),DBRT,A3,29,Side Lower Berth,,5
SECOND AC (2A),14,DIMAPUR (DMV),DBRT,A2,41,Side Lower Berth,,7
SECOND AC (2A),15,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),15,KISHANGANJ (KNE),NEW JALPAIGURI (NJP),A2,20,Upper Berth,,4
SECOND AC (2A),15,NEW JALPAIGURI (NJP),DBRT,A3,12,Side Upper Berth,,2
SECOND AC (2A),15,KATIHAR JN (KIR),DBRT,A3,33,Lower Berth,,6
SECOND AC (2A),15,DIMAPUR (DMV),DBRT,A2,36,Side Upper Berth,,6
SECOND AC (2A),15,DIBRUGARH (DBRG),DBRT,A3,35,Side Lower Berth,,6
SECOND AC (2A),15,PATLIPUTRA (PPTA),BARAUNI JN (BJU),A3,36,Side Upper Berth,,6
SECOND AC (2A),15,GUWAHATI (GHY),DBRT,A3,16,Upper Berth,,3
SECOND AC (2A),15,GUWAHATI (GHY),DBRT,A3,38,Upper Berth,,7
SECOND AC (2A),15,GUWAHATI (GHY),DBRT,A2,12,Side Upper Berth,,2
SECOND AC (2A),15,GUWAHATI (GHY),DBRT,A3,18,Side Upper Berth,,3
SECOND AC (2A),16,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),16,GUWAHATI (GHY),DBRT,A2,28,Upper Berth,,5
SECOND AC (2A),16,KATIHAR JN (KIR),DBRT,A3,22,Upper Berth,,4
SECOND AC (2A),16,KATIHAR JN (KIR),KOKRAJHAR (KOJ),A2,28,Upper Berth,,5
SECOND AC (2A),16,KATIHAR JN (KIR),NEW JALPAIGURI (NJP),A3,44,Upper Berth,,8
SECOND AC (2A),16,GUWAHATI (GHY),DBRT,A2,46,Upper Berth,,8
SECOND AC (2A),16,DIMAPUR (DMV),DBRT,A2,44,Upper Berth,,8
SECOND AC (2A),16,NEW JALPAIGURI (NJP),DBRT,A3,7,Lower Berth,,2
SECOND AC (2A),16,NEW JALPAIGURI (NJP),DBRT,A3,8,Upper Berth,,2
SECOND AC (2A),16,NEW TINSUKIA JN (NTSK),DBRT,A2,42,Side Upper Berth,,7
SECOND AC (2A),16,DIMAPUR (DMV),DBRT,A2,40,Upper Berth,,7
SECOND AC (2A),17,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),17,RANGIYA JN (RNY),DBRT,A2,18,Side Upper Berth,,3
SECOND AC (2A),17,NEW TINSUKIA JN (NTSK),DBRT,A3,11,Side Lower Berth,,2
SECOND AC (2A),17,KISHANGANJ (KNE),NEW JALPAIGURI (NJP),A2,17,Side Lower Berth,,3
SECOND AC (2A),17,KATIHAR JN (KIR),DBRT,A3,15,Lower Berth,,3
SECOND AC (2A),17,GUWAHATI (GHY),DBRT,A2,52,Side Upper Berth,,9
SECOND AC (2A),17,CHAPARMUKH JN (CPK),DBRT,A3,36,Side Upper Berth,,6
SECOND AC (2A),17,DIMAPUR (DMV),DBRT,A1,29,Side Lower Berth,,5
SECOND AC (2A),17,GUWAHATI (GHY),DBRT,A2,49,Lower Berth,,9
SECOND AC (2A),17,GUWAHATI (GHY),DBRT,A2,10,Upper Berth,,2
SECOND AC (2A),17,MARIANI JN (MXN),DBRT,A2,29,Side Lower Berth,,5
SECOND AC (2A),18,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),18,MARIANI JN (MXN),DBRT,A2,27,Lower Berth,,5
SECOND AC (2A),18,PATLIPUTRA (PPTA),NAUGACHIA (NNA),A3,4,Upper Berth,,1
SECOND AC (2A),18,NEW TINSUKIA JN (NTSK),DBRT,A2,26,Upper Berth,,5
SECOND AC (2A),18,NEW TINSUKIA JN (NTSK),DBRT,A2,25,Lower Berth,,5
SECOND AC (2A),18,NEW TINSUKIA JN (NTSK),DBRT,A3,5,Side Lower Berth,,1
SECOND AC (2A),18,CHAPARMUKH JN (CPK),DBRT,A3,6,Side Upper Berth,,1
SECOND AC (2A),18,LUMDING JN (LMG),DBRT,A2,22,Upper Berth,,4
SECOND AC (2A),18,LUMDING JN (LMG),DBRT,A2,21,Lower Berth,,4
SECOND AC (2A),18,DIMAPUR (DMV),DBRT,A2,39,Lower Berth,,7
SECOND AC (2A),18,NEW TINSUKIA JN (NTSK),DBRT,A2,38,Upper Berth,,7
SECOND AC (2A),19,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),19,DIBRUGARH (DBRG),DBRT,A2,14,Upper Berth,,3
SECOND AC (2A),19,KATIHAR JN (KIR),DBRT,A3,14,Upper Berth,,3
SECOND AC (2A),19,DIBRUGARH (DBRG),DBRT,A2,35,Side Lower Berth,,6
SECOND AC (2A),19,RANGIYA JN (RNY),DBRT,A2,33,Lower Berth,,6
SECOND AC (2A),19,GUWAHATI (GHY),DBRT,A2,51,Side Lower Berth,,9
SECOND AC (2A),19,DIMAPUR (DMV),DBRT,A1,9,Lower Berth,,2
SECOND AC (2A),19,GUWAHATI (GHY),DBRT,A2,11,Side Lower Berth,,2
SECOND AC (2A),19,MARIANI JN (MXN),DBRT,A2,9,Lower Berth,,2
SECOND AC (2A),19,MARIANI JN (MXN),DBRT,A1,52,Side Upper Berth,,9
SECOND AC (2A),19,GUWAHATI (GHY),DBRT,A2,8,Upper Berth,,2
SECOND AC (2A),20,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),20,NEW TINSUKIA JN (NTSK),DBRT,A2,45,Lower Berth,,8
SECOND AC (2A),20,NEW TINSUKIA JN (NTSK),DBRT,A2,24,Side Upper Berth,,4
SECOND AC (2A),20,DIBRUGARH (DBRG),DBRT,A2,4,Upper Berth,,1
SECOND AC (2A),20,DIMAPUR (DMV),DBRT,A2,43,Lower Berth,,8
SECOND AC (2A),20,MARIANI JN (MXN),DBRT,A2,23,Side Lower Berth,,4
SECOND AC (2A),20,MARIANI JN (MXN),DBRT,A2,20,Upper Berth,,4
SECOND AC (2A),20,MARIANI JN (MXN),DBRT,A2,19,Lower Berth,,4
SECOND AC (2A),20,DIBRUGARH (DBRG),DBRT,A1,41,Side Lower Berth,,7
SECOND AC (2A),20,KISHANGANJ (KNE),NEW JALPAIGURI (NJP),A2,19,Lower Berth,,4
SECOND AC (2A),20,KISHANGANJ (KNE),NEW JALPAIGURI (NJP),A2,18,Side Upper Berth,,3
SECOND AC (2A),21,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),21,BARAUNI JN (BJU),KATIHAR JN (KIR),A1,44,Upper Berth,,8
SECOND AC (2A),21,GUWAHATI (GHY),DBRT,A2,16,Upper Berth,,3
SECOND AC (2A),21,DIMAPUR (DMV),DBRT,A2,34,Upper Berth,,6
SECOND AC (2A),21,NEW TINSUKIA JN (NTSK),DBRT,A2,13,Lower Berth,,3
SECOND AC (2A),21,GUWAHATI (GHY),DBRT,A2,32,Upper Berth,,6
SECOND AC (2A),21,GUWAHATI (GHY),DBRT,A1,7,Lower Berth,,2
SECOND AC (2A),21,MARIANI JN (MXN),DBRT,A1,50,Upper Berth,,9
SECOND AC (2A),21,DIBRUGARH (DBRG),DBRT,A1,51,Side Lower Berth,,9
SECOND AC (2A),21,DANAPUR (DNR),PATLIPUTRA (PPTA),A1,32,Upper Berth,,6
SECOND AC (2A),21,GUWAHATI (GHY),DBRT,A2,7,Lower Berth,,2
SECOND AC (2A),22,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),22,BARAUNI JN (BJU),KATIHAR JN (KIR),A1,34,Upper Berth,,6
SECOND AC (2A),22,DIBRUGARH (DBRG),DBRT,A2,6,Side Upper Berth,,1
SECOND AC (2A),22,BARAUNI JN (BJU),KATIHAR JN (KIR),A1,36,Side Upper Berth,,6
SECOND AC (2A),22,GUWAHATI (GHY),DBRT,A2,3,Lower Berth,,1
SECOND AC (2A),22,GUWAHATI (GHY),DBRT,A2,1,Lower Berth,,1
SECOND AC (2A),22,DIMAPUR (DMV),DBRT,A2,2,Upper Berth,,1
SECOND AC (2A),22,BARAUNI JN (BJU),KATIHAR JN (KIR),A1,40,Upper Berth,,7
SECOND AC (2A),22,GUWAHATI (GHY),DBRT,A1,1,Lower Berth,,1
SECOND AC (2A),22,DIBRUGARH (DBRG),DBRT,A2,17,Side Lower Berth,,3
SECOND AC (2A),22,DIMAPUR (DMV),DBRT,A1,23,Side Lower Berth,,4
SECOND AC (2A),23,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),23,RANGIYA JN (RNY),DBRT,A1,3,Lower Berth,,1
SECOND AC (2A),23,MARIANI JN (MXN),DBRT,A2,15,Lower Berth,,3
SECOND AC (2A),23,DANAPUR (DNR),PATLIPUTRA (PPTA),A1,26,Upper Berth,,5
SECOND AC (2A),23,BARAUNI JN (BJU),NAUGACHIA (NNA),A1,7,Lower Berth,,2
THIRD AC (3A),1,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),1,NEW DELHI (NDLS),KANPUR CENTRAL (CNB),B1,30,Upper Berth,,4
THIRD AC (3A),1,NEW DELHI (NDLS),PRAYAGRAJ JN. (PRYJ),B11,12,Lower Berth,,2
THIRD AC (3A),1,NEW DELHI (NDLS),PRAYAGRAJ JN. (PRYJ),B2,24,Side Upper Berth,,3
THIRD AC (3A),1,NEW DELHI (NDLS),KANPUR CENTRAL (CNB),B3,66,Middle Berth,,9
THIRD AC (3A),1,NEW DELHI (NDLS),PRAYAGRAJ JN. (PRYJ),B6,71,Side Lower Berth,,9
THIRD AC (3A),1,NEW DELHI (NDLS),PRAYAGRAJ JN. (PRYJ),B7,26,Middle Berth,,4
THIRD AC (3A),1,NEW DELHI (NDLS),PRAYAGRAJ JN. (PRYJ),B7,12,Lower Berth,,2
THIRD AC (3A),1,NEW DELHI (NDLS),KANPUR CENTRAL (CNB),B8,60,Lower Berth,,8
THIRD AC (3A),1,NEW DELHI (NDLS),KANPUR CENTRAL (CNB),B9,55,Side Lower Berth,,7
THIRD AC (3A),1,NEW DELHI (NDLS),PRAYAGRAJ JN. (PRYJ),B8,46,Upper Berth,,6
THIRD AC (3A),2,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),2,NEW DELHI (NDLS),KANPUR CENTRAL (CNB),B9,49,Lower Berth,,7
