category,page_number,from_station,to_station,coach,berth_no,berth_type,cabin,cabin_no
SECOND AC (2A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,25,Lower Berth,,5
SECOND AC (2A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,26,Upper Berth,,5
SECOND AC (2A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,28,Upper Berth,,5
SECOND AC (2A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,9,Lower Berth,,2
SECOND AC (2A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,30,Side Upper Berth,,5
SECOND AC (2A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,11,Side Lower Berth,,2
SECOND AC (2A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,52,Side Upper Berth,,9
SECOND AC (2A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,34,Upper Berth,,6
SECOND AC (2A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,35,Side Lower Berth,,6
SECOND AC (2A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,36,Side Upper Berth,,6
SECOND AC (2A),3,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),3,ARA JN (ARA),RAJENDRANAGAR T (RJPB),A2,17,Side Lower Berth,,3
SECOND AC (2A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,18,Side Upper Berth,,3
SECOND AC (2A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,42,Side Upper Berth,,7
SECOND AC (2A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,3,Lower Berth,,1
SECOND AC (2A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,4,Upper Berth,,1
SECOND AC (2A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,5,Side Lower Berth,,1
SECOND AC (2A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,6,Side Upper Berth,,1
SECOND AC (2A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,27,Lower Berth,,5
SECOND AC (2A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,8,Upper Berth,,2
SECOND AC (2A),3,ARA JN (ARA),RAJENDRANAGAR T (RJPB),A1,52,Side Upper Berth,,9
SECOND AC (2A),4,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),4,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,10,Upper Berth,,2
SECOND AC (2A),4,ARA JN (ARA),RAJENDRANAGAR T (RJPB),A1,50,Upper Berth,,9
SECOND AC (2A),4,ARA JN (ARA),RAJENDRANAGAR T (RJPB),A2,12,Side Upper Berth,,2
SECOND AC (2A),4,ARA JN (ARA),RAJENDRANAGAR T (RJPB),A1,48,Side Upper Berth,,8
SECOND AC (2A),4,ARA JN (ARA),RAJENDRANAGAR T (RJPB),A2,14,Upper Berth,,3
SECOND AC (2A),4,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,46,Upper Berth,,8
SECOND AC (2A),4,ARA JN (ARA),RAJENDRANAGAR T (RJPB),A2,16,Upper Berth,,3
SECOND AC (2A),4,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,44,Upper Berth,,8
SECOND AC (2A),4,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,43,Lower Berth,,8
SECOND AC (2A),4,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,42,Side Upper Berth,,7
SECOND AC (2A),5,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,40,Upper Berth,,7
SECOND AC (2A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,41,Side Lower Berth,,7
SECOND AC (2A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,22,Upper Berth,,4
SECOND AC (2A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,38,Upper Berth,,7
SECOND AC (2A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,37,Lower Berth,,7
SECOND AC (2A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,36,Side Upper Berth,,6
SECOND AC (2A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,35,Side Lower Berth,,6
SECOND AC (2A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,7,Lower Berth,,2
SECOND AC (2A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,33,Lower Berth,,6
SECOND AC (2A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,32,Upper Berth,,6
SECOND AC (2A),6,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,31,Lower Berth,,6
SECOND AC (2A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,30,Side Upper Berth,,5
SECOND AC (2A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,49,Lower Berth,,9
SECOND AC (2A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,28,Upper Berth,,5
SECOND AC (2A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,47,Side Lower Berth,,8
SECOND AC (2A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,26,Upper Berth,,5
SECOND AC (2A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,45,Lower Berth,,8
SECOND AC (2A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,24,Side Upper Berth,,4
SECOND AC (2A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,23,Side Lower Berth,,4
SECOND AC (2A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,22,Upper Berth,,4
SECOND AC (2A),7,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,41,Side Lower Berth,,7
SECOND AC (2A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,21,Lower Berth,,4
SECOND AC (2A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,2,Upper Berth,,1
SECOND AC (2A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,18,Side Upper Berth,,3
SECOND AC (2A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,17,Side Lower Berth,,3
SECOND AC (2A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,16,Upper Berth,,3
SECOND AC (2A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,15,Lower Berth,,3
SECOND AC (2A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,14,Upper Berth,,3
SECOND AC (2A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,13,Lower Berth,,3
SECOND AC (2A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,12,Side Upper Berth,,2
SECOND AC (2A),8,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,11,Side Lower Berth,,2
SECOND AC (2A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,10,Upper Berth,,2
SECOND AC (2A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,29,Side Lower Berth,,5
SECOND AC (2A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,8,Upper Berth,,2
SECOND AC (2A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,27,Lower Berth,,5
SECOND AC (2A),8,ARA JN (ARA),RAJENDRANAGAR T (RJPB),A1,6,Side Upper Berth,,1
SECOND AC (2A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,25,Lower Berth,,5
SECOND AC (2A),8,ARA JN (ARA),RAJENDRANAGAR T (RJPB),A1,4,Upper Berth,,1
SECOND AC (2A),8,ARA JN (ARA),RAJENDRANAGAR T (RJPB),A1,3,Lower Berth,,1
SECOND AC (2A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,2,Upper Berth,,1
SECOND AC (2A),9,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,1,Lower Berth,,1
SECOND AC (2A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,1,Lower Berth,,1
SECOND AC (2A),9,ARA JN (ARA),RAJENDRANAGAR T (RJPB),A1,19,Lower Berth,,4
THIRD AC (3A),1,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),1,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,61,Middle Berth,,8
THIRD AC (3A),1,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,62,Upper Berth,,8
THIRD AC (3A),1,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,63,Side Lower Berth,,8
THIRD AC (3A),1,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,71,Side Lower Berth,,9
THIRD AC (3A),1,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,72,Side Upper Berth,,9
THIRD AC (3A),1,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,41,Lower Berth,,6
THIRD AC (3A),1,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,42,Middle Berth,,6
THIRD AC (3A),1,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,43,Upper Berth,,6
THIRD AC (3A),1,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,65,Lower Berth,,9
THIRD AC (3A),1,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,69,Middle Berth,,9
THIRD AC (3A),2,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,51,Upper Berth,,7
THIRD AC (3A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,52,Lower Berth,,7
THIRD AC (3A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,54,Upper Berth,,7
THIRD AC (3A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,21,Middle Berth,,3
THIRD AC (3A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,22,Upper Berth,,3
THIRD AC (3A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,23,Side Lower Berth,,3
THIRD AC (3A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,45,Middle Berth,,6
THIRD AC (3A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,66,Middle Berth,,9
THIRD AC (3A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,67,Upper Berth,,9
THIRD AC (3A),2,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,68,Lower Berth,,9
THIRD AC (3A),3,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,49,Lower Berth,,7
THIRD AC (3A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,31,Side Lower Berth,,4
THIRD AC (3A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,32,Side Upper Berth,,4
THIRD AC (3A),3,ARA JN (ARA),RAJENDRANAGAR T (RJPB),B5,34,Middle Berth,,5
THIRD AC (3A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,1,Lower Berth,,1
THIRD AC (3A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,2,Middle Berth,,1
THIRD AC (3A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,3,Upper Berth,,1
THIRD AC (3A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,64,Side Upper Berth,,8
THIRD AC (3A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,25,Lower Berth,,4
THIRD AC (3A),3,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,26,Middle Berth,,4
THIRD AC (3A),4,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),4,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,46,Upper Berth,,6
THIRD AC (3A),4,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,48,Side Upper Berth,,6
THIRD AC (3A),4,ARA JN (ARA),RAJENDRANAGAR T (RJPB),B5,29,Middle Berth,,4
THIRD AC (3A),4,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,70,Upper Berth,,9
THIRD AC (3A),4,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,11,Upper Berth,,2
THIRD AC (3A),4,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,12,Lower Berth,,2
THIRD AC (3A),4,ARA JN (ARA),RAJENDRANAGAR T (RJPB),B5,33,Lower Berth,,5
THIRD AC (3A),4,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,14,Upper Berth,,2
THIRD AC (3A),4,ARA JN (ARA),RAJENDRANAGAR T (RJPB),B5,35,Upper Berth,,5
THIRD AC (3A),4,ARA JN (ARA),RAJENDRANAGAR T (RJPB),B5,36,Lower Berth,,5
THIRD AC (3A),5,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,60,Lower Berth,,8
THIRD AC (3A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,54,Upper Berth,,7
THIRD AC (3A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,53,Middle Berth,,7
THIRD AC (3A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,72,Side Upper Berth,,9
THIRD AC (3A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,44,Lower Berth,,6
THIRD AC (3A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,5,Middle Berth,,1
THIRD AC (3A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,6,Upper Berth,,1
THIRD AC (3A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,27,Upper Berth,,4
THIRD AC (3A),5,ARA JN (ARA),RAJENDRANAGAR T (RJPB),B5,28,Lower Berth,,4
THIRD AC (3A),5,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,9,Lower Berth,,2
THIRD AC (3A),6,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,50,Middle Berth,,7
THIRD AC (3A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,64,Side Upper Berth,,8
THIRD AC (3A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,63,Side Lower Berth,,8
THIRD AC (3A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,13,Middle Berth,,2
THIRD AC (3A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,61,Middle Berth,,8
THIRD AC (3A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,15,Side Lower Berth,,2
THIRD AC (3A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,16,Side Upper Berth,,2
THIRD AC (3A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,40,Side Upper Berth,,5
THIRD AC (3A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,34,Middle Berth,,5
THIRD AC (3A),6,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,33,Lower Berth,,5
THIRD AC (3A),7,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,52,Lower Berth,,7
THIRD AC (3A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,24,Side Upper Berth,,3
THIRD AC (3A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,70,Upper Berth,,9
THIRD AC (3A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,69,Middle Berth,,9
THIRD AC (3A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,7,Side Lower Berth,,1
THIRD AC (3A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,67,Upper Berth,,9
THIRD AC (3A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,8,Side Upper Berth,,1
THIRD AC (3A),7,ARA JN (ARA),RAJENDRANAGAR T (RJPB),B5,10,Middle Berth,,2
THIRD AC (3A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,44,Lower Berth,,6
THIRD AC (3A),7,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,43,Upper Berth,,6
THIRD AC (3A),8,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,62,Upper Berth,,8
THIRD AC (3A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,41,Lower Berth,,6
THIRD AC (3A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,60,Lower Berth,,8
THIRD AC (3A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,59,Upper Berth,,8
THIRD AC (3A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,57,Lower Berth,,8
THIRD AC (3A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,39,Side Lower Berth,,5
THIRD AC (3A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,20,Lower Berth,,3
THIRD AC (3A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,14,Upper Berth,,2
THIRD AC (3A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,13,Middle Berth,,2
THIRD AC (3A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,32,Side Upper Berth,,4
THIRD AC (3A),9,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,4,Lower Berth,,1
THIRD AC (3A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,50,Middle Berth,,7
THIRD AC (3A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,49,Lower Berth,,7
THIRD AC (3A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,68,Lower Berth,,9
THIRD AC (3A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,47,Side Lower Berth,,6
THIRD AC (3A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,66,Middle Berth,,9
THIRD AC (3A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,65,Lower Berth,,9
THIRD AC (3A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,24,Side Upper Berth,,3
THIRD AC (3A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,23,Side Lower Berth,,3
THIRD AC (3A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,42,Middle Berth,,6
THIRD AC (3A),10,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,21,Middle Berth,,3
THIRD AC (3A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,40,Side Upper Berth,,5
THIRD AC (3A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,39,Side Lower Berth,,5
THIRD AC (3A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,17,Lower Berth,,3
THIRD AC (3A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,58,Middle Berth,,8
THIRD AC (3A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,19,Upper Berth,,3
THIRD AC (3A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,55,Side Lower Berth,,7
THIRD AC (3A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B3,71,Side Lower Berth,,9
THIRD AC (3A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B3,72,Side Upper Berth,,9
THIRD AC (3A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,12,Lower Berth,,2
THIRD AC (3A),11,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,71,Side Lower Berth,,9
THIRD AC (3A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,30,Upper Berth,,4
THIRD AC (3A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,29,Middle Berth,,4
THIRD AC (3A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,48,Side Upper Berth,,6
THIRD AC (3A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,27,Upper Berth,,4
THIRD AC (3A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,46,Upper Berth,,6
THIRD AC (3A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,45,Middle Berth,,6
THIRD AC (3A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,4,Lower Berth,,1
THIRD AC (3A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,3,Upper Berth,,1
THIRD AC (3A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,22,Upper Berth,,3
THIRD AC (3A),12,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,1,Lower Berth,,1
THIRD AC (3A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,20,Lower Berth,,3
THIRD AC (3A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,19,Upper Berth,,3
THIRD AC (3A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,58,Middle Berth,,8
THIRD AC (3A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B5,18,Middle Berth,,3
THIRD AC (3A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),B4,56,Side Upper Berth,,7
