category,page_number,from_station,to_station,coach,berth_no,berth_type,cabin,cabin_no
SECOND AC (2A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,37,Lower Berth,,7
SECOND AC (2A),8,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,36,Side Upper Berth,,6
SECOND AC (2A),9,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,15,Lower Berth,,3
SECOND AC (2A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,14,Upper Berth,,3
SECOND AC (2A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A5,6,Side Upper Berth,,1
SECOND AC (2A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,12,Side Upper Berth,,2
SECOND AC (2A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,48,Side Upper Berth,,8
SECOND AC (2A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,10,Upper Berth,,2
SECOND AC (2A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A5,9,Lower Berth,,2
SECOND AC (2A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,8,Upper Berth,,2
SECOND AC (2A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,47,Side Lower Berth,,8
SECOND AC (2A),9,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,6,Side Upper Berth,,1
SECOND AC (2A),10,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,22,Upper Berth,,4
SECOND AC (2A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,21,Lower Berth,,4
SECOND AC (2A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,20,Upper Berth,,4
SECOND AC (2A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,44,Upper Berth,,8
SECOND AC (2A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,38,Upper Berth,,7
SECOND AC (2A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,37,Lower Berth,,7
SECOND AC (2A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,19,Lower Berth,,4
SECOND AC (2A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,35,Side Lower Berth,,6
SECOND AC (2A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,34,Upper Berth,,6
SECOND AC (2A),10,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,16,Upper Berth,,3
SECOND AC (2A),11,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,52,Side Upper Berth,,9
SECOND AC (2A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,51,Side Lower Berth,,9
SECOND AC (2A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,13,Lower Berth,,3
SECOND AC (2A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,49,Lower Berth,,9
SECOND AC (2A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,28,Upper Berth,,5
SECOND AC (2A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,47,Side Lower Berth,,8
SECOND AC (2A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,49,Lower Berth,,9
SECOND AC (2A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,7,Lower Berth,,2
SECOND AC (2A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,44,Upper Berth,,8
SECOND AC (2A),11,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,43,Lower Berth,,8
SECOND AC (2A),12,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,2,Upper Berth,,1
SECOND AC (2A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,1,Lower Berth,,1
SECOND AC (2A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,43,Lower Berth,,8
SECOND AC (2A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,24,Side Upper Berth,,4
SECOND AC (2A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,45,Lower Berth,,8
SECOND AC (2A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,17,Side Lower Berth,,3
SECOND AC (2A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,36,Side Upper Berth,,6
SECOND AC (2A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,15,Lower Berth,,3
SECOND AC (2A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,14,Upper Berth,,3
SECOND AC (2A),12,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,13,Lower Berth,,3
SECOND AC (2A),13,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),13,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,32,Upper Berth,,6
SECOND AC (2A),13,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,31,Lower Berth,,6
SECOND AC (2A),13,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,50,Upper Berth,,9
SECOND AC (2A),13,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,29,Side Lower Berth,,5
SECOND AC (2A),13,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,8,Upper Berth,,2
SECOND AC (2A),13,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,27,Lower Berth,,5
SECOND AC (2A),13,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A4,9,Lower Berth,,2
SECOND AC (2A),13,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,45,Lower Berth,,8
SECOND AC (2A),13,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,24,Side Upper Berth,,4
SECOND AC (2A),13,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,23,Side Lower Berth,,4
SECOND AC (2A),14,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),14,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,41,Side Lower Berth,,7
SECOND AC (2A),14,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,42,Side Upper Berth,,7
SECOND AC (2A),14,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,23,Side Lower Berth,,4
SECOND AC (2A),14,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,4,Upper Berth,,1
SECOND AC (2A),14,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,25,Lower Berth,,5
SECOND AC (2A),14,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,16,Upper Berth,,3
SECOND AC (2A),14,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,47,Side Lower Berth,,8
SECOND AC (2A),14,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,48,Side Upper Berth,,8
SECOND AC (2A),14,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,49,Lower Berth,,9
SECOND AC (2A),14,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,50,Upper Berth,,9
SECOND AC (2A),15,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),15,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,12,Side Upper Berth,,2
SECOND AC (2A),15,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,11,Side Lower Berth,,2
SECOND AC (2A),15,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,30,Side Upper Berth,,5
SECOND AC (2A),15,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,9,Lower Berth,,2
SECOND AC (2A),15,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,35,Side Lower Berth,,6
SECOND AC (2A),15,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,7,Lower Berth,,2
SECOND AC (2A),15,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,46,Upper Berth,,8
SECOND AC (2A),15,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,25,Lower Berth,,5
SECOND AC (2A),15,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,4,Upper Berth,,1
SECOND AC (2A),15,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,3,Lower Berth,,1
SECOND AC (2A),16,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),16,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,21,Lower Berth,,4
SECOND AC (2A),16,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,22,Upper Berth,,4
SECOND AC (2A),16,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,3,Lower Berth,,1
SECOND AC (2A),16,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,49,Lower Berth,,9
SECOND AC (2A),16,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,5,Side Lower Berth,,1
SECOND AC (2A),16,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,46,Upper Berth,,8
SECOND AC (2A),16,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,27,Lower Berth,,5
SECOND AC (2A),16,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,28,Upper Berth,,5
SECOND AC (2A),16,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,29,Side Lower Berth,,5
SECOND AC (2A),16,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,30,Side Upper Berth,,5
SECOND AC (2A),17,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),17,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,51,Side Lower Berth,,9
SECOND AC (2A),17,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,52,Side Upper Berth,,9
SECOND AC (2A),17,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,10,Upper Berth,,2
SECOND AC (2A),17,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,34,Upper Berth,,6
SECOND AC (2A),17,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,15,Lower Berth,,3
SECOND AC (2A),17,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,36,Side Upper Berth,,6
SECOND AC (2A),17,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A3,26,Upper Berth,,5
SECOND AC (2A),17,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,18,Side Upper Berth,,3
SECOND AC (2A),17,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,39,Lower Berth,,7
SECOND AC (2A),17,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,40,Upper Berth,,7
SECOND AC (2A),18,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SECOND AC (2A),18,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,1,Lower Berth,,1
SECOND AC (2A),18,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,2,Upper Berth,,1
SECOND AC (2A),18,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,50,Upper Berth,,9
SECOND AC (2A),18,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,29,Side Lower Berth,,5
SECOND AC (2A),18,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A1,48,Side Upper Berth,,8
SECOND AC (2A),18,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,26,Upper Berth,,5
SECOND AC (2A),18,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,7,Lower Berth,,2
SECOND AC (2A),18,KANPUR CENTRAL (CNB),PRAYAGRAJ JN. (PRYJ),A1,45,Lower Berth,,8
SECOND AC (2A),18,PATNA JN (PNBE),RAJENDRANAGAR T (RJPB),A2,9,Lower Berth,,2
SECOND AC (2A),18,KANPUR CENTRAL (CNB),PRAYAGRAJ JN. (PRYJ),A1,43,Lower Berth,,8
SECOND AC (2A),19,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
