category,page_number,from_station,to_station,coach,berth_no,berth_type,cabin,cabin_no
SLEEPER CLASS (SL),1,NEW DELHI (NDLS),KANPUR CENTRAL (CNB),S4,29,Middle Berth,,4
SLEEPER CLASS (SL),1,NEW DELHI (NDLS),DD UPADHYAYA JN (DDU),S4,68,Lower Berth,,9
SLEEPER CLASS (SL),1,NEW DELHI (NDLS),DD UPADHYAYA JN (DDU),S4,66,Middle Berth,,9
SLEEPER CLASS (SL),1,NEW DELHI (NDLS),KANPUR CENTRAL (CNB),S3,73,Lower Berth,,10
SLEEPER CLASS (SL),1,NEW DELHI (NDLS),KANPUR CENTRAL (CNB),S4,34,Middle Berth,,5
SLEEPER CLASS (SL),1,NEW DELHI (NDLS),KANPUR CENTRAL (CNB),S4,49,Lower Berth,,7
SLEEPER CLASS (SL),1,NEW DELHI (NDLS),KANPUR CENTRAL (CNB),S4,38,Upper Berth,,5
SLEEPER CLASS (SL),2,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),2,NEW DELHI (NDLS),KANPUR CENTRAL (CNB),S4,36,Lower Berth,,5
SLEEPER CLASS (SL),2,ASANSOL JN (ASN),HOWRAH JN (HWH),S7,9,Lower Berth,,2
SLEEPER CLASS (SL),2,ASANSOL JN (ASN),HOWRAH JN (HWH),S8,16,Side Upper Berth,,2
SLEEPER CLASS (SL),2,JASIDIH JN (JSME),HOWRAH JN (HWH),S6,4,Lower Berth,,1
SLEEPER CLASS (SL),2,JASIDIH JN (JSME),HOWRAH JN (HWH),S5,57,Lower Berth,,8
SLEEPER CLASS (SL),2,JASIDIH JN (JSME),ASANSOL JN (ASN),S5,59,Upper Berth,,8
SLEEPER CLASS (SL),2,JASIDIH JN (JSME),HOWRAH JN (HWH),S8,12,Lower Berth,,2
SLEEPER CLASS (SL),2,ASANSOL JN (ASN),HOWRAH JN (HWH),S8,8,Side Upper Berth,,1
SLEEPER CLASS (SL),2,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,74,Middle Berth,,10
SLEEPER CLASS (SL),2,ASANSOL JN (ASN),HOWRAH JN (HWH),S5,78,Upper Berth,,10
SLEEPER CLASS (SL),3,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),3,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,76,Lower Berth,,10
SLEEPER CLASS (SL),3,ASANSOL JN (ASN),HOWRAH JN (HWH),S5,60,Lower Berth,,8
SLEEPER CLASS (SL),3,JASIDIH JN (JSME),HOWRAH JN (HWH),S5,61,Middle Berth,,8
SLEEPER CLASS (SL),3,JASIDIH JN (JSME),HOWRAH JN (HWH),S8,29,Middle Berth,,4
SLEEPER CLASS (SL),3,ASANSOL JN (ASN),HOWRAH JN (HWH),S5,65,Lower Berth,,9
SLEEPER CLASS (SL),3,ASANSOL JN (ASN),HOWRAH JN (HWH),S8,5,Middle Berth,,1
SLEEPER CLASS (SL),3,JASIDIH JN (JSME),HOWRAH JN (HWH),S8,2,Middle Berth,,1
SLEEPER CLASS (SL),3,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,14,Upper Berth,,2
SLEEPER CLASS (SL),3,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,75,Upper Berth,,10
SLEEPER CLASS (SL),3,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,16,Side Upper Berth,,2
SLEEPER CLASS (SL),4,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),4,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,77,Middle Berth,,10
SLEEPER CLASS (SL),4,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,78,Upper Berth,,10
SLEEPER CLASS (SL),4,ASANSOL JN (ASN),HOWRAH JN (HWH),S7,12,Lower Berth,,2
SLEEPER CLASS (SL),4,ASANSOL JN (ASN),HOWRAH JN (HWH),S5,64,Side Upper Berth,,8
SLEEPER CLASS (SL),4,JASIDIH JN (JSME),HOWRAH JN (HWH),S5,25,Lower Berth,,4
SLEEPER CLASS (SL),4,JASIDIH JN (JSME),HOWRAH JN (HWH),S8,46,Upper Berth,,6
SLEEPER CLASS (SL),4,ASANSOL JN (ASN),HOWRAH JN (HWH),S5,68,Lower Berth,,9
SLEEPER CLASS (SL),4,ASANSOL JN (ASN),HOWRAH JN (HWH),S5,69,Middle Berth,,9
SLEEPER CLASS (SL),4,JASIDIH JN (JSME),HOWRAH JN (HWH),S8,3,Upper Berth,,1
SLEEPER CLASS (SL),4,ASANSOL JN (ASN),HOWRAH JN (HWH),S5,71,Side Lower Berth,,9
SLEEPER CLASS (SL),5,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),5,JASIDIH JN (JSME),HOWRAH JN (HWH),S5,12,Lower Berth,,2
SLEEPER CLASS (SL),5,JASIDIH JN (JSME),HOWRAH JN (HWH),S4,72,Side Upper Berth,,9
SLEEPER CLASS (SL),5,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,73,Lower Berth,,10
SLEEPER CLASS (SL),5,JASIDIH JN (JSME),HOWRAH JN (HWH),S3,53,Middle Berth,,7
SLEEPER CLASS (SL),5,JASIDIH JN (JSME),HOWRAH JN (HWH),S3,51,Upper Berth,,7
SLEEPER CLASS (SL),5,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,18,Middle Berth,,3
SLEEPER CLASS (SL),5,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,79,Side Lower Berth,,10
SLEEPER CLASS (SL),5,JASIDIH JN (JSME),HOWRAH JN (HWH),S8,30,Upper Berth,,4
SLEEPER CLASS (SL),5,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,21,Middle Berth,,3
SLEEPER CLASS (SL),5,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,22,Upper Berth,,3
SLEEPER CLASS (SL),6,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),6,ASANSOL JN (ASN),HOWRAH JN (HWH),S8,6,Upper Berth,,1
SLEEPER CLASS (SL),6,JASIDIH JN (JSME),HOWRAH JN (HWH),S5,28,Lower Berth,,4
SLEEPER CLASS (SL),6,JASIDIH JN (JSME),HOWRAH JN (HWH),S5,9,Lower Berth,,2
SLEEPER CLASS (SL),6,ASANSOL JN (ASN),HOWRAH JN (HWH),S5,70,Upper Berth,,9
SLEEPER CLASS (SL),6,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,69,Middle Berth,,9
SLEEPER CLASS (SL),6,ASANSOL JN (ASN),HOWRAH JN (HWH),S6,9,Lower Berth,,2
SLEEPER CLASS (SL),6,JASIDIH JN (JSME),HOWRAH JN (HWH),S4,12,Lower Berth,,2
SLEEPER CLASS (SL),6,JASIDIH JN (JSME),HOWRAH JN (HWH),S3,33,Lower Berth,,5
SLEEPER CLASS (SL),6,JASIDIH JN (JSME),HOWRAH JN (HWH),S2,46,Upper Berth,,6
SLEEPER CLASS (SL),6,JASIDIH JN (JSME),HOWRAH JN (HWH),S2,27,Upper Berth,,4
SLEEPER CLASS (SL),7,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),7,ASANSOL JN (ASN),HOWRAH JN (HWH),S2,68,Lower Berth,,9
SLEEPER CLASS (SL),7,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,19,Upper Berth,,3
SLEEPER CLASS (SL),7,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,80,Side Upper Berth,,10
SLEEPER CLASS (SL),7,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,1,Lower Berth,,1
SLEEPER CLASS (SL),7,JASIDIH JN (JSME),HOWRAH JN (HWH),S3,65,Lower Berth,,9
SLEEPER CLASS (SL),7,ASANSOL JN (ASN),HOWRAH JN (HWH),S5,67,Upper Berth,,9
SLEEPER CLASS (SL),7,JASIDIH JN (JSME),HOWRAH JN (HWH),S4,6,Upper Berth,,1
SLEEPER CLASS (SL),7,JASIDIH JN (JSME),HOWRAH JN (HWH),S4,70,Upper Berth,,9
SLEEPER CLASS (SL),7,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,11,Upper Berth,,2
SLEEPER CLASS (SL),7,JASIDIH JN (JSME),HOWRAH JN (HWH),S2,62,Upper Berth,,8
SLEEPER CLASS (SL),8,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),8,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,13,Middle Berth,,2
SLEEPER CLASS (SL),8,JASIDIH JN (JSME),HOWRAH JN (HWH),S2,64,Side Upper Berth,,8
SLEEPER CLASS (SL),8,JASIDIH JN (JSME),HOWRAH JN (HWH),S2,45,Middle Berth,,6
SLEEPER CLASS (SL),8,JASIDIH JN (JSME),HOWRAH JN (HWH),S2,26,Middle Berth,,4
SLEEPER CLASS (SL),8,JASIDIH JN (JSME),HOWRAH JN (HWH),S1,60,Lower Berth,,8
SLEEPER CLASS (SL),8,JASIDIH JN (JSME),HOWRAH JN (HWH),S2,48,Side Upper Berth,,6
SLEEPER CLASS (SL),8,JASIDIH JN (JSME),HOWRAH JN (HWH),S2,29,Middle Berth,,4
SLEEPER CLASS (SL),8,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,20,Lower Berth,,3
SLEEPER CLASS (SL),8,ASANSOL JN (ASN),HOWRAH JN (HWH),S1,56,Side Upper Berth,,7
SLEEPER CLASS (SL),8,ASANSOL JN (ASN),HOWRAH JN (HWH),S5,66,Middle Berth,,9
SLEEPER CLASS (SL),9,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),9,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,4,Lower Berth,,1
SLEEPER CLASS (SL),9,JASIDIH JN (JSME),HOWRAH JN (HWH),S1,12,Lower Berth,,2
SLEEPER CLASS (SL),9,ASANSOL JN (ASN),HOWRAH JN (HWH),S3,1,Lower Berth,,1
SLEEPER CLASS (SL),9,ASANSOL JN (ASN),HOWRAH JN (HWH),S1,49,Lower Berth,,7
SLEEPER CLASS (SL),9,JASIDIH JN (JSME),HOWRAH JN (HWH),S4,8,Side Upper Berth,,1
SLEEPER CLASS (SL),9,ASANSOL JN (ASN),HOWRAH JN (HWH),S1,68,Lower Berth,,9
SLEEPER CLASS (SL),9,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,10,Middle Berth,,2
SLEEPER CLASS (SL),9,JASIDIH JN (JSME),HOWRAH JN (HWH),S1,46,Upper Berth,,6
SLEEPER CLASS (SL),9,ASANSOL JN (ASN),HOWRAH JN (HWH),S1,65,Lower Berth,,9
SLEEPER CLASS (SL),9,JASIDIH JN (JSME),HOWRAH JN (HWH),S2,43,Upper Berth,,6
SLEEPER CLASS (SL),10,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),10,ASANSOL JN (ASN),HOWRAH JN (HWH),S2,4,Lower Berth,,1
